Fecha,TMAX,TMIN,Prec
2026-04-15,26.0,11.0,0.0
2026-04-16,28.0,11.0,0.0
2026-04-17,27.0,13.0,0.0
2026-04-18,26.0,10.0,0.4
2026-04-19,18.0,7.0,1.1
2026-04-20,18.0,9.0,1.7
2026-04-21,16.0,7.0,0.4
2026-04-22,21.0,6.0,0.0
2026-04-23,23.0,6.0,0.0
2026-04-24,22.0,10.0,0.0
2026-04-25,21.0,7.0,0.0
2026-04-26,14.0,6.0,2.3
2026-04-27,15.0,3.0,0.0
2026-04-28,20.0,4.0,0.1
2026-04-29,19.0,8.0,1.5
2026-04-30,25.0,8.0,0.0
2026-05-01,20.0,9.0,0.0
2026-05-02,15.0,4.0,0.0
2026-05-03,20.0,1.0,0.0
2026-05-04,21.0,8.0,0.0
2026-05-05,21.0,11.0,0.0
2026-05-06,19.0,10.0,25.5
2026-05-07,14.0,8.0,8.9
2026-05-08,11.0,6.0,11.4
2026-05-09,13.0,5.0,9.4
2026-05-10,15.0,2.0,0.0
2026-05-11,19.0,2.0,0.0
2026-05-12,17.0,5.0,0.0
2026-05-13,17.0,1.0,0.0
2026-05-14,15.0,2.0,0.0
2026-05-15,19.0,3.0,0.0
2026-05-16,13.0,4.0,1.0
2026-05-17,15.0,1.0,0.0
2026-05-18,18.0,3.0,0.0
2026-05-19,17.0,4.0,0.0
2026-05-20,14.0,5.0,0.6
2026-05-21,14.0,5.0,0.0
2026-05-22,16.0,2.0,0.0
2026-05-23,16.0,2.0,0.0
2026-05-24,16.0,4.0,0.0
2026-05-25,17.0,4.0,0.0
2026-05-26,20.0,2.0,0.0
2026-05-27,18.0,6.0,0.0
2026-05-28,17.0,5.0,0.0
2026-05-29,17.0,6.0,0.4
2026-05-30,20.0,7.0,0.0
2026-05-31,18.0,6.0,0.0
2026-06-01,14.0,7.0,0.2
2026-06-02,17.0,8.0,0.1
2026-06-03,18.0,8.0,0.0
2026-06-04,18.0,11.0,1.0
2026-06-05,19.0,11.0,0.0
2026-06-06,18.0,10.0,1.0
2026-06-07,18.0,9.0,0.0
2026-06-08,15.0,8.0,0.6
2026-06-09,17.0,3.0,0.0
2026-06-10,17.0,7.0,0.0
2026-06-11,17.0,4.0,0.0
2026-06-12,18.0,9.0,0.0
2026-06-13,11.0,1.0,0.6
2026-06-14,13.0,-2.0,0.0
2026-06-15,16.0,2.0,0.0
2026-06-16,17.0,5.0,0.0
2026-06-17,16.0,2.0,0.0
2026-06-18,16.0,5.0,0.7
2026-06-19,14.0,2.0,0.0
2026-06-20,17.0,5.0,1.2
2026-06-21,14.0,3.0,0.1
2026-06-22,11.0,2.0,3.1
2026-06-23,10.0,0.0,4.1
2026-06-24,8.0,-1.0,2.1
2026-06-25,11.0,1.0,0.4
2026-06-26,14.0,1.0,0.0
2026-06-27,15.0,1.0,0.0
2026-06-28,13.0,0.0,0.0
2026-06-29,12.0,0.0,0.0
2026-06-30,15.0,-1.0,0.0
2026-07-01,10.0,1.0,0.6
2026-07-02,7.0,-3.0,0.0
2026-07-03,11.0,-3.0,0.0
2026-07-04,10.0,-3.0,0.0
2026-07-05,11.0,0.0,0.0
2026-07-06,11.0,-2.0,0.0
2026-07-07,17.0,1.0,0.0
2026-07-08,17.0,7.0,0.0
2026-07-09,13.0,3.0,0.1
2026-07-10,11.0,5.0,2.2
2026-07-11,13.0,2.0,3.4
2026-07-12,14.0,-1.0,0.0
2026-07-13,15.0,3.0,0.0
2026-07-14,16.0,5.0,0.0
2026-07-15,19.0,5.0,0.0
2026-07-16,20.0,6.0,0.3
2026-07-17,19.0,8.0,0.3
2026-07-18,16.0,4.0,1.6
2026-07-19,16.0,4.0,0.0
2026-07-20,13.0,5.0,0.3
2026-07-21,13.0,5.0,1.8
2026-07-22,13.0,1.0,0.0
2026-07-23,16.0,1.0,2.0
2026-07-24,18.0,6.0,1.0
2026-07-25,19.0,6.0,0.4
2026-07-26,13.0,2.0,0.0
2026-07-27,21.0,6.0,1.1
2026-07-28,15.0,3.0,0.0
2026-07-29,14.0,3.0,3.5
2026-07-30,17.0,5.0,3.8
2026-07-31,21.0,11.0,3.6
2026-08-01,17.0,6.0,0.0
2026-08-02,18.0,6.0,2.4
2026-08-03,15.0,8.0,1.1
2026-08-04,18.0,5.0,1.4
2026-08-05,14.0,6.0,3.1
2026-08-06,14.0,4.0,8.8
2026-08-07,15.0,0.0,0.4
2026-08-08,11.0,0.0,0.1
2026-08-09,11.0,-1.0,0.9
2026-08-10,11.0,-2.0,0.0
2026-08-11,15.0,0.0,0.0
2026-08-12,14.0,0.0,0.0
2026-08-13,13.0,-1.0,0.0
2026-08-14,16.0,2.0,0.0
2026-08-15,16.0,7.0,5.8
2026-08-16,18.0,7.0,0.7
2026-08-17,12.0,3.0,0.0
2026-08-18,18.0,0.0,0.0
2026-08-19,21.0,6.0,0.0
2026-08-20,16.0,6.0,0.0
2026-08-21,12.0,0.0,0.0
2026-08-22,15.0,0.0,0.0
2026-08-23,11.0,1.0,0.0
2026-08-24,16.0,-1.0,0.0
2026-08-25,20.0,6.0,0.3
2026-08-26,17.0,8.0,4.8
2026-08-27,20.0,6.0,0.0
2026-08-28,21.0,4.0,0.0
2026-08-29,21.0,7.0,2.5
2026-08-30,21.0,7.0,0.0
2026-08-31,19.0,5.0,2.1
2026-09-01,18.0,4.0,0.9
2026-09-02,18.0,4.0,4.5
2026-09-03,15.0,4.0,0.0
2026-09-04,16.0,3.0,0.4
2026-09-05,11.0,1.0,5.0
2026-09-06,11.0,1.0,0.0
2026-09-07,15.0,-1.0,0.0
2026-09-08,22.0,4.0,0.0
2026-09-09,22.0,7.0,0.0
2026-09-10,22.0,3.0,0.0
2026-09-11,12.0,4.0,2.9
2026-09-12,10.0,0.0,0.3
2026-09-13,14.0,-3.0,0.0
2026-09-14,18.0,1.0,0.0
2026-09-15,12.0,4.0,0.0
2026-09-16,18.0,0.0,0.0
2026-09-17,24.0,8.0,0.0
2026-09-18,26.0,9.0,0.0
2026-09-19,28.0,11.0,0.0
2026-09-20,23.0,13.0,10.2
2026-09-21,13.0,4.0,5.8
2026-09-22,14.0,1.0,0.0
2026-09-23,22.0,7.0,0.2
2026-09-24,24.0,12.0,1.3
2026-09-25,22.0,9.0,2.0
2026-09-26,24.0,6.0,0.1
2026-09-27,22.0,10.0,0.0
2026-09-28,23.0,9.0,2.3
2026-09-29,17.0,7.0,1.7
2026-09-30,16.0,5.0,0.0
2026-10-01,19.0,4.0,0.0
